,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite CS,Asite IP,Bsite IP,Asite d,Bsite d,Bsite atomic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
899,Bi,Sb,B,0.99984,-0.74226,0.99998,0.99943,0.30805,-3.58702,2.08,7.9894,8.3266,0.43799999999999994,0.335,1.45,91.2,103.2,7.05722,83,3.2791900000000003
901,Bi,In,B,0.99974,0.67913,0.99957,0.99784,4.51256,-1.4004,1.6,7.9894,5.3782,0.43799999999999994,0.36,1.55,91.2,28.9,6.45294,83,4.14233
903,Bi,Sn,B,0.99974,-0.45361,0.99992,0.99877,1.83315,-3.3897,1.84,7.9894,6.8885,0.43799999999999994,0.345,1.45,91.2,107.3,6.889360000000001,83,4.61632
905,Bi,Ge,B,0.99972,-0.74621,0.99997,0.99946,0.95764,-4.0808300000000015,1.92,7.9894,7.4167,0.43799999999999994,0.16,1.25,91.2,119.0,6.98292,83,5.33089
907,Pb,Sb,B,0.99968,0.5279,0.99997,0.9994,0.4358800000000001,-3.4759300000000004,2.08,6.6709,8.3266,0.45,0.335,1.45,35.1,103.2,6.0504,82,4.77286
909,Bi,Ga,B,0.99964,1.07539,0.99978,0.99885,4.43993,-1.84545,1.68,7.9894,5.6565,0.43799999999999994,0.17,1.3,91.2,28.9,6.49404,83,5.60052
912,Pb,Sn,B,0.99949,3.47822,0.99993,0.99866,4.52349,-0.92284,1.84,6.6709,6.8885,0.45,0.345,1.45,35.1,107.3,5.90649,82,5.21598
913,Pb,In,B,0.99951,3.70923,0.99983,0.99055,6.03839,-0.57358,1.6,6.6709,5.3782,0.45,0.36,1.55,35.1,28.9,5.53233,82,5.32948
915,Pb,Ge,B,0.9994,3.92954,0.99997,0.99939,3.8514,-1.28347,1.92,6.6709,7.4167,0.45,0.16,1.25,35.1,119.0,5.9867,82,6.22215
917,Pb,Ga,B,0.99936,4.2644199999999985,0.99983,0.99876,6.23302,-0.65289,1.68,6.6709,5.6565,0.45,0.17,1.3,35.1,28.9,5.56757,82,6.08346
919,Pb,Fe,B,0.9996,2.72227,0.7710600000000001,0.4029,-53.648,-2.61328,0.99,6.6709,8.5601,0.45,0.22,1.4,35.1,15.7,5.83903,82,5.927219999999998
921,Pb,Al,B,0.99909,4.41929,0.0,0.0,7.89465,-0.8513,1.66,6.6709,5.7109,0.45,0.0,1.25,35.1,42.5,5.57797,82,6.44356
923,Pb,Mn,B,0.99962,2.31248,0.65259,0.34469,-48.87543,-2.95328,0.94,6.6709,8.2684,0.45,0.23,1.4,35.1,0.0,5.73779,82,5.43945
925,Pb,Re,B,0.99971,0.11334,0.63647,0.35162,-43.20246,-4.5402,0.94,6.6709,7.853,0.45,0.565,1.35,35.1,14.5,5.82748,82,3.64112
927,Pb,Mo,B,0.99964,0.27702,0.51225,0.34656,-36.22578,-4.23525,0.88,6.6709,6.4838,0.45,0.49,1.45,35.1,71.9,5.7922699999999985,82,2.92614
929,Pb,W,B,0.99964,-0.13172,0.48652,0.33443,-39.68078,-4.74708,0.885,6.6709,7.6293,0.45,0.59,1.35,35.1,78.6,5.93371,82,2.70769
931,Pb,Cr,B,0.99962,1.86884,0.51804,0.34244,-44.17744,-3.27515,0.89,6.6709,6.7401,0.45,0.25,1.4,35.1,64.3,5.73779,82,4.71776
933,Bi,Fe,B,0.99983,-0.06856,0.8220000000000001,0.325,-53.29446,-3.51012,0.99,7.9894,8.5601,0.43799999999999994,0.22,1.4,91.2,15.7,6.8106800000000005,83,4.71806
935,Bi,W,B,0.99983,-1.14097,0.48553,0.3363,-39.70042,-4.69051,0.885,7.9894,7.6293,0.43799999999999994,0.59,1.35,91.2,78.6,6.9211100000000005,83,3.19005
936,Bi,Cr,B,0.99983,-0.79322,0.52818,0.30933,-43.8776,-4.15229,0.89,7.9894,6.7401,0.43799999999999994,0.25,1.4,91.2,64.3,6.69258,83,3.57036
938,Bi,Mo,B,0.99983,-0.98268,0.5194,0.34566,-36.22124,-4.33355,0.88,7.9894,6.4838,0.43799999999999994,0.49,1.45,91.2,71.9,6.7561300000000015,83,3.20795
940,Bi,Nb,B,0.99977,-0.95459,0.35506,0.32999,-32.21029,-4.18016,0.82,7.9894,6.275,0.43799999999999994,0.51,1.45,91.2,86.1,6.7904300000000015,83,3.16109
942,Bi,Ta,B,0.99976,-1.07454,0.32142,0.32301,-35.99071,-4.47936,0.83,7.9894,7.3632,0.43799999999999994,0.605,1.45,91.2,31.0,6.827369999999998,83,3.12197
944,Bi,V,B,0.99984,-0.99452,0.37846,0.28211,-39.15102,-4.25661,0.84,7.9894,6.4707,0.43799999999999994,0.26,1.35,91.2,50.6,6.64884,83,3.04418
946,Sb,Sb,B,0.99993,-0.24125,0.99993,0.99997,-0.24125,-3.60969,2.08,8.3266,8.3266,0.335,0.335,1.45,103.2,103.2,6.3200400000000005,51,3.2280900000000003
947,Sb,Sb,B,0.99993,-0.24125,0.99993,0.99997,-0.24125,-3.60969,2.08,8.3266,8.3266,0.335,0.335,1.45,103.2,103.2,6.3200400000000005,51,3.2280900000000003
950,Bi,Zr,B,0.99974,-0.70111,0.19002,0.29501,-26.91139,-3.26761,0.76,7.9894,6.8953,0.43799999999999994,0.54,1.55,91.2,41.1,6.66355,83,2.97413
952,Bi,Sc,B,0.99976,0.5666,0.11925,0.2281,-24.94895,-1.35745,0.74,7.9894,6.8245,0.43799999999999994,0.31,1.6,91.2,18.1,6.5499,83,4.3726699999999985
954,Bi,Ti,B,0.9998,-0.90831,0.20228,0.27594,-34.2928,-3.97117,0.79,7.9894,7.2564,0.43799999999999994,0.28,1.4,91.2,7.6,6.59248,83,2.84324
956,Bi,Hf,B,0.99968,-0.68291,0.19606,0.30197,-30.56244,-3.38099,0.775,7.9894,7.6487,0.43799999999999994,0.63,1.55,91.2,0.0,6.72112,83,3.01008
958,Sb,Sn,B,0.99989,-0.54432,0.99991,0.99877,1.68924,-3.35365,1.84,8.3266,6.8885,0.335,0.345,1.45,103.2,107.3,6.16971,51,4.85967
960,Sb,In,B,0.9999,0.31726,0.99948,0.99779,3.72832,-1.49778,1.6,8.3266,5.3782,0.335,0.36,1.55,103.2,28.9,5.77888,51,3.61535
962,Sb,Ge,B,0.99988,-0.7812100000000001,0.99997,0.99943,0.8583700000000001,-4.03412,1.92,8.3266,7.4167,0.335,0.16,1.25,103.2,119.0,6.25349,51,5.43885
964,Sb,Fe,B,0.99994,-0.38657,0.83226,0.32725,-53.32368,-3.65373,0.99,8.3266,8.5601,0.335,0.22,1.4,103.2,15.7,6.09925,51,4.2716400000000005
966,Sb,Ga,B,0.99985,0.8640100000000001,0.99973,0.99893,3.76874,-1.77452,1.68,8.3266,5.6565,0.335,0.17,1.3,103.2,28.9,5.81569,51,5.0006900000000005
968,Sb,Al,B,0.99976,1.19135,0.0,0.0,6.795960000000001,-1.7687099999999998,1.66,8.3266,5.7109,0.335,0.0,1.25,103.2,42.5,5.82655,51,5.19364
970,Sb,Re,B,0.99995,-1.05723,0.61478,0.35699000000000003,-43.14076,-4.5024,0.94,8.3266,7.853,0.335,0.565,1.35,103.2,14.5,6.08718,51,3.90864
972,Sb,Mn,B,0.99995,-0.73938,0.66659,0.30546,-48.52918,-3.97637,0.94,8.3266,8.2684,0.335,0.23,1.4,103.2,0.0,5.99349,51,3.86648
974,Sb,W,B,0.99993,-1.16226,0.46955,0.34286,-39.70383,-4.60775,0.885,8.3266,7.6293,0.335,0.59,1.35,103.2,78.6,6.19814,51,3.25424
975,Sb,V,B,0.99994,-1.13286,0.36443,0.29039,-39.19985,-4.22876,0.84,8.3266,6.4707,0.335,0.26,1.35,103.2,50.6,5.95431,51,2.98327
977,Sb,Cr,B,0.99994,-0.98698,0.55089,0.31711,-43.92056,-4.17349,0.89,8.3266,6.7401,0.335,0.25,1.4,103.2,64.3,5.99349,51,3.4370800000000004
979,Mg,Ir,B,0.0,-44.58844000000001,0.8611,0.48702,-50.17328,-3.55188,1.05,7.9081,8.2164,0.0,0.526,1.35,0.0,151.0,6.13349,12,5.5132
982,Cs,Ir,B,0.0,-5.64776,0.81013,0.43544,-64.22166,-2.39365,1.05,3.6887,8.2164,0.0,0.526,1.35,45.5,151.0,5.50292,55,6.0541800000000014
984,Rb,Ir,B,0.0,-8.55835,0.80009,0.49748,-9.99596,-2.57647,1.05,4.0528,8.2164,0.71,0.526,1.35,46.9,151.0,5.58142,37,5.91909
986,K,Ir,B,0.0,-11.75033,0.82536,0.4981600000000001,-50.93351,-2.83778,1.05,4.2663,8.2164,0.37,0.526,1.35,48.4,151.0,5.61907,19,5.72232
988,Na,Ir,B,0.0,-23.06652,0.8716200000000001,0.44872,-48.15735,-3.0278,1.05,5.118,8.2164,0.0,0.526,1.35,52.8,151.0,5.80591,11,5.53299
990,Li,Ir,B,0.0,0.0,0.81166,0.54098,-57.99671,-3.17339,1.05,5.3425,8.2164,0.0,0.526,1.35,59.6,151.0,5.86969,3,5.7089
992,Mg,Ru,B,0.0,-44.58528,0.74245,0.35165,-43.92882,-3.46817,1.0,7.9081,6.8007,0.0,0.45,1.3,0.0,101.3,5.913869999999998,12,2.05268
994,Mg,Os,B,0.0,-45.20276,0.73978,0.31183,-47.00266,-3.94755,0.995,7.9081,8.0462,0.0,0.5429999999999999,1.3,0.0,106.1,6.01545,12,1.92061
996,Sr,Ru,B,0.0,-16.33905,0.8192299999999999,0.45435,-52.61294,-3.3127800000000005,1.0,5.7777,6.8007,0.633,0.45,1.3,5.03,101.3,5.2152,38,4.87771
998,Y,Ru,B,0.13957999999999998,-24.30472,0.8862700000000001,0.42462,-40.12472,-4.17899,1.0,6.5236,6.8007,0.58,0.45,1.3,29.6,101.3,5.7256300000000016,39,3.64845
1000,V,Ru,B,0.20809,-40.72671,0.8533,0.47363,-43.57938,-4.46139,1.0,6.4707,6.8007,0.26,0.45,1.3,50.6,101.3,5.86578,23,3.5353
1002,Mn,Ru,B,0.5586399999999999,-47.65303,0.76581,0.37703,-43.80032,-4.52969,1.0,8.2684,6.8007,0.23,0.45,1.3,0.0,101.3,5.90437,25,4.81571
1004,Mn,Os,B,0.52564,-47.61561,0.78604,0.35805,-47.18784,-4.34909,0.995,8.2684,8.0462,0.23,0.5429999999999999,1.3,0.0,106.1,6.0058,25,4.59919
1006,Hg,Ir,B,0.99789,-12.47878,0.89008,0.46201,-58.31516,-2.88522,1.05,8.6343,8.2164,0.475,0.526,1.35,0.0,151.0,6.47318,80,5.90637
1008,Cd,Ir,B,0.99905,-63.37169,0.84075,0.46853,-50.50654,-3.60787,1.05,8.6893,8.2164,0.37,0.526,1.35,0.0,151.0,6.3124699999999985,48,5.87725
1010,Zn,Ir,B,0.99973,-79.25116,0.8597,0.5099,-86.10898,-4.44061,1.05,9.6186,8.2164,0.175,0.526,1.35,0.0,151.0,6.34707,30,5.7992300000000006
1012,Ag,Ir,B,0.99248,-15.951429999999998,0.83245,0.43483,-50.37378,-3.32079,1.05,7.1384,8.2164,0.385,0.526,1.35,125.6,151.0,6.34422,47,5.82869
1014,Mn,Ir,B,0.6244,-47.71761,0.85315,0.49105,-50.78361,-4.60743,1.05,8.2684,8.2164,0.23,0.526,1.35,0.0,151.0,6.12365,25,5.3702
1016,Cr,Ir,B,0.29896,-43.49811,0.81666,0.45827,-53.32501,-3.83277,1.05,6.7401,8.2164,0.25,0.526,1.35,64.3,151.0,6.12365,24,5.30905
1018,V,Ir,B,0.34579,-38.94775,0.92273,0.49633,-36.6017,-4.477519999999998,1.05,6.4707,8.2164,0.26,0.526,1.35,50.6,151.0,6.08362,23,5.35584
1020,Y,Ir,B,0.15659,-24.5257,0.93786,0.42568,-54.42462,-4.39119,1.05,6.5236,8.2164,0.58,0.526,1.35,29.6,151.0,5.938269999999998,39,5.57008
1022,Ba,Ir,B,0.0,-11.06371,0.8746,0.46132,-49.13786,-2.81931,1.05,5.1752,8.2164,0.94,0.526,1.35,13.95,151.0,5.60975,56,6.04413
1024,Sr,Ir,B,0.0,-16.40792,0.8193799999999999,0.39576,-53.23765,-2.98849,1.05,5.7777,8.2164,0.633,0.526,1.35,5.03,151.0,5.40888,38,5.94925
1026,Ca,Ir,B,0.0,-22.03872,0.8776700000000001,0.36589,-4.85198,-3.06389,1.05,6.2588,8.2164,0.34,0.526,1.35,2.37,151.0,5.5129800000000015,20,5.83327
1027,K,Ru,B,0.0,-11.61914,0.70699,0.56306,-48.72663,-2.98302,1.0,4.2663,6.8007,0.37,0.45,1.3,48.4,101.3,5.41787,19,5.33511
1030,Na,Os,B,0.0,-23.9744,0.69175,0.37509,-45.0365,-3.7851,0.995,5.118,8.0462,0.0,0.5429999999999999,1.3,52.8,106.1,5.69418,11,4.48666
1032,Sb,Ir,B,0.91303,-0.8433200000000001,0.93885,0.46238,-50.04467,-4.31255,1.05,8.3266,8.2164,0.335,0.526,1.35,103.2,151.0,6.45728,51,5.52946
1034,Pb,Ir,B,0.9998,2.08766,0.87149,0.4044,-50.03696,-2.9676400000000003,1.05,6.6709,8.2164,0.45,0.526,1.35,35.1,151.0,6.18179,82,5.9619
1036,Sn,Ir,B,0.99985,1.12831,0.88718,0.3728,-53.38716,-3.03235,1.05,6.8885,8.2164,0.345,0.526,1.35,107.3,151.0,6.3037,50,5.8697
1038,Ge,Ir,B,0.99989,0.4891,0.82845,0.5015,-11.18506,-3.3820900000000003,1.05,7.4167,8.2164,0.16,0.526,1.35,119.0,151.0,6.3893,32,5.70525
1040,Na,Ru,B,0.0,-23.02116,0.7669699999999999,0.45423,-44.493,-2.83246,1.0,5.118,6.8007,0.0,0.45,1.3,52.8,101.3,5.59802,11,5.14967
1042,Li,Os,B,0.0,0.0,0.76298,0.45464,-40.4772,-3.60976,0.995,5.3425,8.0462,0.0,0.5429999999999999,1.3,59.6,106.1,5.75672,3,4.49815
1044,Li,Ru,B,0.0,0.0,0.79162,0.5088600000000001,-44.45028,-3.21916,1.0,5.3425,6.8007,0.0,0.45,1.3,59.6,101.3,5.65951,3,5.26318
1046,Bi,Ir,B,0.99969,-0.47102,0.93919,0.29885,-49.21703,-3.64653,1.05,7.9894,8.2164,0.43799999999999994,0.526,1.35,91.2,151.0,7.21048,83,5.7278
1048,Tl,Ir,B,0.99941,4.08669,0.79964,0.52775,-52.09719000000001,-2.92837,1.05,5.273,8.2164,0.46299999999999997,0.526,1.35,19.2,151.0,5.9419900000000005,81,5.96175
1050,In,Ir,B,0.99968,3.1171900000000003,0.8612799999999999,0.43533,-50.4717,-3.65353,1.05,5.3782,8.2164,0.36,0.526,1.35,28.9,151.0,5.90437,49,5.9261599999999985
1052,Ga,Ir,B,0.99985,3.41145,0.8766200000000001,0.44628,-32.61438,-2.86521,1.05,5.6565,8.2164,0.17,0.526,1.35,28.9,151.0,5.9419900000000005,31,5.84081
1054,Cs,Ru,B,0.0,-5.7157,0.73452,0.43649,-44.22782,-2.51273,1.0,3.6887,6.8007,0.0,0.45,1.3,45.5,101.3,5.30587,55,5.67783
1056,Rb,Os,B,0.0,-9.40912,0.72015,0.37326,-50.64376,-3.11241,0.995,4.0528,8.0462,0.71,0.5429999999999999,1.3,46.9,106.1,5.47401,37,4.84809
1058,Zn,Ru,B,0.99957,-78.64961,0.75198,0.35663,-44.07125,-3.21569,1.0,9.6186,6.8007,0.175,0.45,1.3,0.0,101.3,6.1198,30,5.26369
1060,Zn,Os,B,0.99955,-79.81114000000002,0.7046100000000001,0.39524,-47.31573,-4.0915,0.995,9.6186,8.0462,0.175,0.5429999999999999,1.3,0.0,106.1,6.22492,30,4.67823
1062,Hg,Ru,B,0.9982,-15.73581,0.8105899999999999,0.4501,-43.66549000000001,-3.07837,1.0,8.6343,6.8007,0.475,0.45,1.3,0.0,101.3,6.24139,80,5.32487
1064,Ga,Os,B,0.99975,2.80771,0.7461899999999999,0.3451,-47.45146,-3.86376,0.995,5.6565,8.0462,0.17,0.5429999999999999,1.3,28.9,106.1,5.82763,31,4.699
1066,Tl,Ru,B,0.99922,3.79771,0.7831100000000001,0.41403,-42.21653,-2.67625,1.0,5.273,6.8007,0.46299999999999997,0.45,1.3,19.2,101.3,5.72922,81,5.37175
1068,Sn,Os,B,0.99986,0.6254,0.71927,0.3378,-46.83943,-4.1224,0.995,6.8885,8.0462,0.345,0.5429999999999999,1.3,107.3,106.1,6.18238,50,4.32351
1070,Pb,Ru,B,0.99954,1.94921,0.78493,0.40912,-46.28576,-2.8311,1.0,6.6709,6.8007,0.45,0.45,1.3,35.1,101.3,5.96044,82,4.88467
1072,Sb,Ru,B,0.99998,-0.8237,0.92139,0.27539,-41.17676,-3.50201,1.0,8.3266,6.8007,0.335,0.45,1.3,103.2,101.3,6.22607,51,3.4797300000000004
1074,Rb,Ru,B,0.0,-8.38348,0.67213,0.36465,-44.43617,-2.68169,1.0,4.0528,6.8007,0.71,0.45,1.3,46.9,101.3,5.38156,37,5.49035
1076,K,Os,B,0.0,-12.48561,0.70015,0.4128,-46.98924,-3.57524,0.995,4.2663,8.0462,0.37,0.5429999999999999,1.3,48.4,106.1,5.51093,19,4.67474
1077,Li,Ni,B,0.0,0.0,0.90347,0.59208,-2.88333,-1.58856,1.09,5.3425,7.6545,0.0,0.195,1.35,59.6,112.0,5.63413,3,7.65031
1080,Bi,Os,B,0.99994,-0.6984100000000001,0.8287100000000001,0.33267,-77.9802,-4.20338,0.995,7.9894,8.0462,0.43799999999999994,0.5429999999999999,1.3,91.2,106.1,7.07171,83,3.80409
1082,Bi,Ru,B,0.99984,-0.16159,0.87829,0.38873,-46.56684,-3.43338,1.0,7.9894,6.8007,0.43799999999999994,0.45,1.3,91.2,101.3,6.95229,83,3.6543
1084,Sb,Os,B,0.97516,-0.85414,0.76171,0.35982,-50.41787,-4.01903,0.995,8.3266,8.0462,0.335,0.5429999999999999,1.3,103.2,106.1,6.33301,51,3.62044
1086,Pb,Os,B,0.99977,0.69215,0.79225,0.24763,-46.92815,-3.71095,0.995,6.6709,8.0462,0.45,0.5429999999999999,1.3,35.1,106.1,6.0628199999999985,82,4.5072800000000015
1088,Sn,Ru,B,0.99986,1.81814,0.74895,0.36319,-38.61228,-2.68553,1.0,6.8885,6.8007,0.345,0.45,1.3,107.3,101.3,6.07798,50,4.48056
1090,Ge,Os,B,0.99999,0.2623,0.77577,0.32096,-52.44914,-3.51115,0.995,7.4167,8.0462,0.16,0.5429999999999999,1.3,119.0,106.1,6.26633,32,4.73846
1092,Ge,Ru,B,0.9989,0.99504,0.77694,0.47654,-43.95503,-3.44361,1.0,7.4167,6.8007,0.16,0.45,1.3,119.0,101.3,6.16051,32,5.12099
1094,In,Os,B,0.99973,2.7749900000000003,0.73745,0.3717,-56.10485,-3.61781,0.995,5.3782,8.0462,0.36,0.5429999999999999,1.3,28.9,106.1,5.79074,49,4.78099
1096,In,Ru,B,0.99975,3.54462,0.7328100000000001,0.51751,-39.36815,-3.16932,1.0,5.3782,6.8007,0.36,0.45,1.3,28.9,101.3,5.69295,49,5.09272
1098,Ga,Ru,B,0.99972,3.31707,0.79348,0.45408,-44.26292,-3.3430800000000005,1.0,5.6565,6.8007,0.17,0.45,1.3,28.9,101.3,5.72922,31,5.22782
1100,Hg,Os,B,0.99818,-59.41025,0.66779,0.36147,-42.75277,-3.38931,0.995,8.6343,8.0462,0.475,0.5429999999999999,1.3,0.0,106.1,6.34861,80,4.94269
1102,Cd,Os,B,0.99957,-63.7439,0.74288,0.35869,-47.01487,-3.91343,0.995,8.6893,8.0462,0.37,0.5429999999999999,1.3,0.0,106.1,6.1909800000000015,48,4.729
1104,Cd,Ru,B,0.99946,-63.55877,0.78413,0.39325,-44.05283,-3.5592,1.0,8.6893,6.8007,0.37,0.45,1.3,0.0,101.3,6.08643,48,4.92253
1106,Ag,Os,B,0.99596,-54.49574000000001,0.6731199999999999,0.36872,-47.52451,-3.65105,0.995,7.1384,8.0462,0.385,0.5429999999999999,1.3,125.6,106.1,6.2221199999999985,47,4.62009
1108,Ag,Ru,B,0.99339,-53.77155,0.76298,0.37756,-44.48022,-3.0998,1.0,7.1384,6.8007,0.385,0.45,1.3,125.6,101.3,6.11705,47,5.22016
1110,La,Os,B,0.32501,-17.08824,0.8746799999999999,0.60475,-43.49234000000001,-5.34397,0.995,4.8037,8.0462,0.8740000000000001,0.5429999999999999,1.3,48.0,106.1,5.79074,57,5.27877
1112,La,Ru,B,0.36224,-16.54319,0.86808,0.33349,-43.43828,-4.33638,1.0,4.8037,6.8007,0.8740000000000001,0.45,1.3,48.0,101.3,5.69295,57,3.92522
1114,Cr,Os,B,0.32919,-55.20881,0.75957,0.42487,-46.95129,-5.15661,0.995,6.7401,8.0462,0.25,0.5429999999999999,1.3,64.3,106.1,6.0058,24,4.36292
1116,Ba,Os,B,0.0,-11.93293,0.76986,0.49258,-4.5343300000000015,-3.84317,0.995,5.1752,8.0462,0.94,0.5429999999999999,1.3,13.95,106.1,5.50179,56,4.7204
1118,Ba,Ru,B,0.0,-11.03991,0.7751100000000001,0.35763,-43.85671,-3.24087,1.0,5.1752,6.8007,0.94,0.45,1.3,13.95,101.3,5.40888,56,5.16415
1120,Sr,Os,B,0.0,-17.106279999999998,0.79401,0.38888,-46.48878,-4.33605,0.995,5.7777,8.0462,0.633,0.5429999999999999,1.3,5.03,106.1,5.3047900000000014,38,4.4577800000000005
1122,Tl,Os,B,0.99925,3.87735,0.7619,0.45156,-35.84479,-3.38375,0.995,5.273,8.0462,0.46299999999999997,0.5429999999999999,1.3,19.2,106.1,5.82763,81,4.9119
1124,Ca,Os,B,0.0,-22.94896,0.79288,0.42215,-45.75128,-4.3735800000000005,0.995,6.2588,8.0462,0.34,0.5429999999999999,1.3,2.37,106.1,5.40688,20,4.16676
1126,Ca,Ru,B,0.0,-22.08746,0.7621100000000001,0.43132,-44.05903,-3.46282,1.0,6.2588,6.8007,0.34,0.45,1.3,2.37,101.3,5.31557,20,4.57674
1128,Cs,Os,B,0.0,-6.0075,0.64486,0.40201,-47.03089,-3.1019,0.995,3.6887,8.0462,0.0,0.5429999999999999,1.3,45.5,106.1,5.39701,55,5.1154
1129,Sb,Ni,B,1.00021,0.46698,0.98579,0.57916,-64.1142,-2.6988,1.09,8.3266,7.6545,0.335,0.195,1.35,103.2,112.0,6.19814,51,5.1661800000000015
1132,Cr,Ru,B,0.52958,-43.2956,0.7945300000000001,0.44924,-43.88354,-3.74961,1.0,6.7401,6.8007,0.25,0.45,1.3,64.3,101.3,5.90437,24,4.5599300000000005
1134,V,Os,B,0.18913,-38.81991,0.7812899999999999,0.35039000000000003,-51.44993,-4.41181,0.995,6.4707,8.0462,0.26,0.5429999999999999,1.3,50.6,106.1,5.96654,23,4.58695
1136,Y,Os,B,0.14062,-24.72946,0.8714799999999999,0.34649,-46.29374,-4.88098,0.995,6.5236,8.0462,0.58,0.5429999999999999,1.3,29.6,106.1,5.8239800000000015,39,5.12678
1138,Pb,Ni,B,0.9996,3.11629,0.8949299999999999,0.6138600000000001,-39.149,-1.7728400000000002,1.09,6.6709,7.6545,0.45,0.195,1.35,35.1,112.0,5.93371,82,5.957999999999999
1140,Sn,Ni,B,0.99987,3.21522,0.93213,0.75531,-64.29464,-2.60358,1.09,6.8885,7.6545,0.345,0.195,1.35,107.3,112.0,6.05072,50,5.20166
1142,Ge,Ni,B,1.00011,1.8841900000000005,0.94992,0.64666,-57.63021,-2.24955,1.09,7.4167,7.6545,0.16,0.195,1.35,119.0,112.0,6.13289,32,5.22334
1144,Tl,Ni,B,0.99893,4.72048,0.94322,0.6618,-24.5043,-1.6880400000000002,1.09,5.273,7.6545,0.46299999999999997,0.195,1.35,19.2,112.0,5.70352,81,6.11502
1146,In,Ni,B,0.99964,4.3238900000000005,0.97517,0.52008,-64.30564,-1.90329,1.09,5.3782,7.6545,0.36,0.195,1.35,28.9,112.0,5.66742,49,5.5159699999999985
1148,Ga,Ni,B,0.99991,3.86212,0.96664,0.65474,-64.2776,-1.92109,1.09,5.6565,7.6545,0.17,0.195,1.35,28.9,112.0,5.70352,31,4.92961
1150,Hg,Ni,B,0.99391,-65.10710999999999,0.95464,0.58312,-29.81137,-2.08164,1.09,8.6343,7.6545,0.475,0.195,1.35,0.0,112.0,6.2134,80,6.727289999999999
1152,Cd,Ni,B,0.997,-104.66915,0.92902,0.6999,-22.21261,-2.11563,1.09,8.6893,7.6545,0.37,0.195,1.35,0.0,112.0,6.05914,48,6.1741800000000016
1154,Zn,Ni,B,0.99901,-95.12143,0.95395,0.6068899999999999,-61.77209000000001,-2.28999,1.09,9.6186,7.6545,0.175,0.195,1.35,0.0,112.0,6.09236,30,6.6028600000000015
1156,Ag,Ni,B,0.95874,291.90563,0.92236,0.5614899999999999,-9.07779,-1.79338,1.09,7.1384,7.6545,0.385,0.195,1.35,125.6,112.0,6.08962,47,7.40591
1158,Mn,Ni,B,0.5626899999999999,-48.13154,0.96604,0.6089,-66.19346999999999,-3.13437,1.09,8.2684,7.6545,0.23,0.195,1.35,0.0,112.0,5.8779,25,4.7147
1160,La,Ni,B,0.61861,-14.33549,0.99585,0.5733199999999999,-63.96984000000001,-3.05704,1.09,4.8037,7.6545,0.8740000000000001,0.195,1.35,48.0,112.0,5.66742,57,6.0762
1162,Cr,Ni,B,0.4567600000000001,-41.73129,0.96198,0.71642,315.13208,-3.27946,1.09,6.7401,7.6545,0.25,0.195,1.35,64.3,112.0,5.8779,24,4.50915
1164,V,Ni,B,0.29063,-39.34287,0.96401,0.68514,-10.34774,-3.49561,1.09,6.4707,7.6545,0.26,0.195,1.35,50.6,112.0,5.83948,23,4.33581
1166,Y,Ni,B,0.11900000000000001,-22.14904,0.98972,0.4855,-64.99179000000001,-2.45618,1.09,6.5236,7.6545,0.58,0.195,1.35,29.6,112.0,5.69996,39,5.69591
1168,Ba,Ni,B,0.0,-9.15704,0.92435,0.59867,-67.72351,-1.33549,1.09,5.1752,7.6545,0.94,0.195,1.35,13.95,112.0,5.3846300000000005,56,7.17057
1169,Mg,Ni,B,0.0,-42.06014,0.95415,0.6351399999999999,-64.08679000000001,-2.0879,1.09,7.9081,7.6545,0.0,0.195,1.35,0.0,112.0,5.88735,12,5.753419999999998
1172,Cs,Ni,B,0.0,-4.8704,0.94745,0.8111,-64.55368,-1.7331900000000002,1.09,3.6887,7.6545,0.0,0.195,1.35,45.5,112.0,5.2820800000000006,55,7.55946
1174,Rb,Ni,B,0.0,-6.78159,0.8849899999999999,0.6311899999999999,-64.84885,-1.14553,1.09,4.0528,7.6545,0.71,0.195,1.35,46.9,112.0,5.35743,37,7.69131
1176,K,Ni,B,0.0,-9.75825,0.8859100000000001,0.70325,-64.82059,-1.52429,1.09,4.2663,7.6545,0.37,0.195,1.35,48.4,112.0,5.39357,19,7.68169
1178,Na,Ni,B,0.0,-20.99248,0.90817,0.62793,-108.41991000000002,-1.53157,1.09,5.118,7.6545,0.0,0.195,1.35,52.8,112.0,5.57291,11,7.59226
1179,Mn,Co,B,0.5362,-48.08244000000001,0.93096,0.46915,-5.84747,-3.58021,1.04,8.2684,7.4419,0.23,0.21,1.35,0.0,63.7,5.85093,25,4.46137
1182,La,Co,B,0.64102,-14.89702,0.9214,0.39783,-59.00707,-3.07432,1.04,4.8037,7.4419,0.8740000000000001,0.21,1.35,48.0,63.7,5.6414300000000015,57,5.7103199999999985
1183,Cr,Co,B,0.34379,-43.62249,0.89359,0.55833,-39.91774,-3.62352,1.04,6.7401,7.4419,0.25,0.21,1.35,64.3,63.7,5.85093,24,4.30569
1185,V,Co,B,0.30971,-39.26809,0.94149,0.44644,-58.76595,-3.89157,1.04,6.4707,7.4419,0.26,0.21,1.35,50.6,63.7,5.81269,23,4.24501
